,id,media,artist_name,work_name,work_year,gallery_name,gallery_url,price,img_url,artist_website,artist_ins,nationality,education,location,color1,color2,color3,color4,color_group1,color_group2,color_group3,color_group4,class
948,prints1101,prints,Mel Bochner,Oh Well - Red,2020,Frank Fluegel Gallery,https://www.artsy.net/partner/frank-fluegel-gallery,32500.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=589&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F91oBFpRu2OZ4my85GLT_sg%2Fnormalized.jpg,www.melbochner.net,,American,the School of Visual Arts,Bochner,#F12816,#F7F7F7,#E11F2A,#807EBF,471.0,204.0,640.0,222.0,minimalism
949,works-on-paper784,works-on-paper,Mel Bochner,Thank You,2019,Vanessa Villegas Art Advisory,https://www.artsy.net/partner/vanessa-villegas-art-advisory,27500.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=733&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FYuEzhr-JYoFHT18ZOa9HuA%2Fnormalized.jpg,www.melbochner.net,,American,the School of Visual Arts,Bochner,#000000,#403873,#A17DA9,#BE2A5E,965.0,8.0,447.0,128.0,contemporary
950,prints97,prints,Banksy,Monkey Queen,2003,GALLERY OZ,https://www.artsy.net/partner/gallery-oz,49900.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=624&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FwlBtADKLYzPJuiXeWJNCiA%2Fnormalized.jpg,www.banksy.co.uk,https://www.instagram.com/banksy/?hl=en,British,,London,#1A1B1F,#C9C0B7,#1E3E87,#A09B88,540.0,596.0,465.0,944.0,contemporary
951,prints195,prints,Banksy,Silver Flag,2006,GALLERY OZ,https://www.artsy.net/partner/gallery-oz,45500.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=576&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FuZfSl9QAkNtBzMFEVMsXKA%2Fnormalized.jpg,www.banksy.co.uk,https://www.instagram.com/banksy/?hl=en,British,,London,#090401,#C7C6CB,#FFFFFF,#6C6B70,161.0,429.0,965.0,727.0,contemporary
952,prints535,prints,Banksy,No Ball Games (Grey),2009,GSAA,https://www.artsy.net/partner/gsaa,80000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=772&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F58OUt-HXEPQFbIn8P5DLdw%2Fnormalized.jpg,www.banksy.co.uk,https://www.instagram.com/banksy/?hl=en,British,,London,#D3D4D8,#1E1E1C,#F7F6FB,#3C3C3C,913.0,132.0,88.0,113.0,conceptual-art
953,prints740,prints,Banksy,Bomb Hugger,2003,MoonStar Fine Arts Advisors,https://www.artsy.net/partner/moonstar-fine-arts-advisors,50000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=577&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FAHpgG9PyVHfWFiAx6U7ghg%2Fnormalized.jpg,www.banksy.co.uk,https://www.instagram.com/banksy/?hl=en,British,,London,#FFC3E7,#2D2727,#FEFFFA,#FEA8D7,368.0,685.0,458.0,718.0,neo-pop-art
954,prints1075,prints,Banksy,Sale Ends,2017,Me Art Gallery,https://www.artsy.net/partner/me-art-gallery,80000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FNAgXibVwanvSmul0LZzlvw%2Fnormalized.jpg,www.banksy.co.uk,https://www.instagram.com/banksy/?hl=en,British,,London,#B9B4B0,#FFFFFF,#1A1A18,#95928D,384.0,965.0,535.0,645.0,post-minimalism
955,prints1089,prints,Banksy,Grannies La Edition,2006,Yield Gallery,https://www.artsy.net/partner/yield-gallery,45000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=594&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FK5SyVqUkM5ymgGN4q-nUhw%2Fnormalized.jpg,www.banksy.co.uk,https://www.instagram.com/banksy/?hl=en,British,,London,#F4CDD0,#FFFFFF,#191D1E,#D3D3D1,984.0,965.0,760.0,771.0,conceptual-art
956,prints1106,prints,Banksy,Flag (Silver),2006,Ransom Art,https://www.artsy.net/partner/ransom-art,27500.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=566&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FdyoxQJ-H1uhV7E49W0c3wA%2Fnormalized.jpg,www.banksy.co.uk,https://www.instagram.com/banksy/?hl=en,British,,London,#080202,#C6C5CB,#3F3D3E,#A5A4AA,647.0,262.0,49.0,281.0,contemporary
957,prints1143,prints,Banksy,Jake and Jill (Police Kids),2005,Champop Galerie,https://www.artsy.net/partner/champop-galerie,74880.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=600&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FW_r9OYblvpCKZx3caXYd3A%2Fnormalized.jpg,www.banksy.co.uk,https://www.instagram.com/banksy/?hl=en,British,,London,#7A909B,#070300,#F8C6A3,#FCB86F,124.0,106.0,36.0,671.0,street-art
958,prints1159,prints,Banksy,Trolly Hunters,2007,Yield Gallery,https://www.artsy.net/partner/yield-gallery,650000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=568&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FBaND4mBM3FPlgniWFCoxWg%2Fnormalized.jpg,www.banksy.co.uk,https://www.instagram.com/banksy/?hl=en,British,,London,#B8DEE9,#EFDC8D,#0E0E0C,#BCAF78,391.0,404.0,489.0,306.0,contemporary
959,prints1173,prints,Banksy,Monkey Queen (Signed),2004,Artificial Gallery,https://www.artsy.net/partner/artificial-gallery,145000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=607&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FcSYGzkwC6j61PdrMYeSy6w%2Fnormalized.jpg,www.banksy.co.uk,https://www.instagram.com/banksy/?hl=en,British,,London,#F8F9FE,#121214,#BFC0C4,#032893,557.0,30.0,205.0,450.0,conceptual-art
960,prints1202,prints,Banksy,TOXIC MARRY,2003,727Gallery,https://www.artsy.net/partner/727gallery,38750.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=570&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2Fvp8xB7z5VmGLRlpHnqF9wQ%2Fnormalized.jpg,www.banksy.co.uk,https://www.instagram.com/banksy/?hl=en,British,,London,#F3F4EE,#D0D0D2,#1F1F21,#41403C,426.0,486.0,523.0,51.0,street-art
961,prints1233,prints,Banksy,Weston Super Mare,2003,Hoxton Gallery,https://www.artsy.net/partner/hoxton-gallery,25000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=382&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FIaaocG0mgatI4GOcb8xI6Q%2Fnormalized.jpg,www.banksy.co.uk,https://www.instagram.com/banksy/?hl=en,British,,London,#F1EDEE,#000000,#8C8C8C,#202926,233.0,965.0,559.0,334.0,conceptual-art
962,prints1382,prints,Banksy,Morons,2007,Lougher Contemporary,https://www.artsy.net/partner/lougher-contemporary,75000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FqV26n5Vooqzqk1gSJGMOXQ%2Fnormalized.jpg,www.banksy.co.uk,https://www.instagram.com/banksy/?hl=en,British,,London,#F0F0F0,#2C2C2C,#72716F,#CFCBCA,407.0,630.0,552.0,6.0,conceptual-art
963,prints1395,prints,Banksy,Bomb Middle England,2003,Hidden,https://www.artsy.net/partner/hidden,42000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=432&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FsvgtNogo9oflXohO9wD4xQ%2Fnormalized.jpg,www.banksy.co.uk,https://www.instagram.com/banksy/?hl=en,British,,London,#FFFFFF,#121413,#CBCAC5,#B2C420,965.0,321.0,49.0,12.0,minimalism
964,prints1460,prints,Banksy,I Fought The Law,2004,Red Eight Gallery,https://www.artsy.net/partner/red-eight-gallery,25000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=794&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FpDmy54C7FWtKlAGvwAgHIA%2Fnormalized.jpg,www.banksy.co.uk,https://www.instagram.com/banksy/?hl=en,British,,London,#E4E2D5,#1F2022,#6B6C66,#F46C00,441.0,559.0,492.0,356.0,street-art
965,design81,design,Banksy,Welcome Mat,2020,Dellasposa,https://www.artsy.net/partner/dellasposa,1950.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=600&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2Fxm9P3XXBUdLqYBTIKI8PMQ%2Fnormalized.jpg,www.banksy.co.uk,https://www.instagram.com/banksy/?hl=en,British,,London,,,,,,,,,contemporary-realism
966,prints99,prints,Michael Eastman,Fidel's Stairway #1,2000,Rago Auctions: 20|21 Art,https://www.artsy.net/auction/rago-auctions-20-21-art-5,10000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=799&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2Fq05MgRM2WTN9SrB5yajhKg%2Fnormalized.jpg,www.eastmanimages.com,,American,,Havana,#F3F3F3,#66412E,#8D5E34,#1C1E2B,55.0,65.0,11.0,479.0,conceptual-art
967,photography461,photography,Michael Eastman,Three Fans,2000,Rago Auctions: 20|21 Art,https://www.artsy.net/auction/rago-auctions-20-21-art-5,4000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=799&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FzpnEQ7A0A9S9stfUxJdDiw%2Fnormalized.jpg,www.eastmanimages.com,,American,,Havana,#F3F3F3,#4D4240,#1F1E2C,#B28870,55.0,396.0,288.0,328.0,conceptual-art
968,photography734,photography,Michael Eastman,"Sitting Room, New Orleans",2005,Rachael Cozad Fine Art,https://www.artsy.net/partner/rachael-cozad-fine-art,7500.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=640&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FX7YuPwVusvS09A6SIr-jkQ%2Fnormalized.jpg,www.eastmanimages.com,,American,,Havana,#5F5343,#7B5934,#99835A,#632A0D,222.0,209.0,31.0,150.0,contemporary
969,prints106,prints,Takashi Murakami,We Are Destined to Meet Someday! But for Now We Wander in Different Dimensions.,2016,Heritage: Urban Art,https://www.artsy.net/auction/heritage-urban-art-41,1000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=798&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FExA6tuRcuipdAMVpC1q25A%2Fnormalized.jpg,www.takashimurakami.com,https://www.instagram.com/takashipom/?hl=en,Japanese,The University of Tokyo,Murakami,#5F646A,#E2E4E3,#9A9CAB,#73818E,297.0,520.0,248.0,94.0,conceptual-art
970,prints125,prints,Takashi Murakami,"Coffee Zen, Enso: White",2020,Heritage: Urban Art,https://www.artsy.net/auction/heritage-urban-art-41,2500.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=760&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2Fwh0Oj54dmAwyum1btmfydQ%2Fnormalized.jpg,www.takashimurakami.com,https://www.instagram.com/takashipom/?hl=en,Japanese,The University of Tokyo,Murakami,#B77E51,#E6E7E9,#985F34,#B48B6B,17.0,712.0,41.0,527.0,light-and-space
971,prints159,prints,Takashi Murakami,There is Nothing Eternal in this World. That is Why You are Beautiful,2014,Manabia Fine Arts,https://www.artsy.net/partner/manabia-fine-arts,5400.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=797&height=799&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FPlDtUh04IvXwETVLU5xrHQ%2Fnormalized.jpg,www.takashimurakami.com,https://www.instagram.com/takashipom/?hl=en,Japanese,The University of Tokyo,Murakami,#FFFFFF,#E80064,#E6DFD5,#E6293F,965.0,329.0,627.0,451.0,contemporary
972,prints211,prints,Takashi Murakami,Comprehending the 51st Dimension,2014,Manabia Fine Arts,https://www.artsy.net/partner/manabia-fine-arts,5400.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=796&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FpCrby7pjHe3YvbQSOXVPdg%2Fnormalized.jpg,www.takashimurakami.com,https://www.instagram.com/takashipom/?hl=en,Japanese,The University of Tokyo,Murakami,#FFFFFF,#F02F44,#E7E0CE,#ED0170,965.0,154.0,123.0,392.0,contemporary
973,prints221,prints,Takashi Murakami,Glance Past the Future,2018,Heritage: Urban Art,https://www.artsy.net/auction/heritage-urban-art-41,1250.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=680&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FsMbwd8Yk1T_EdXUMm0NCAA%2Fnormalized.jpg,www.takashimurakami.com,https://www.instagram.com/takashipom/?hl=en,Japanese,The University of Tokyo,Murakami,#E5E5E5,#010101,#ED0156,#BE0056,652.0,499.0,894.0,760.0,contemporary
974,prints259,prints,Takashi Murakami,108 Bonno,2022,Heritage: Urban Art,https://www.artsy.net/auction/heritage-urban-art-41,1000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=596&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FIVbFTTCQ3-hnjC5dZPN4dA%2Fnormalized.jpg,www.takashimurakami.com,https://www.instagram.com/takashipom/?hl=en,Japanese,The University of Tokyo,Murakami,#CAC7C2,#EE229D,#CDD6B7,#F6DC65,116.0,13.0,18.0,254.0,neo-pop-art
975,prints273,prints,Takashi Murakami,Flowerball (3D) - Papyrus,2013,Manabia Fine Arts,https://www.artsy.net/partner/manabia-fine-arts,5100.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=798&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2Faf88UMqpybgKYhjs1FatSQ%2Fnormalized.jpg,www.takashimurakami.com,https://www.instagram.com/takashipom/?hl=en,Japanese,The University of Tokyo,Murakami,#FFFFFF,#CF283A,#D01F77,#D22952,965.0,140.0,84.0,480.0,contemporary
976,prints344,prints,Takashi Murakami,Letter to Picasso,2014,Manabia Fine Arts,https://www.artsy.net/partner/manabia-fine-arts,5400.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=793&height=799&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FxNz-DkrP6dp374BTeLWINA%2Fnormalized.jpg,www.takashimurakami.com,https://www.instagram.com/takashipom/?hl=en,Japanese,The University of Tokyo,Murakami,#FFFFFF,#EB0065,#EB2B40,#BB2435,965.0,352.0,23.0,462.0,conceptual-art
977,prints489,prints,Takashi Murakami,Hey! You! Do You Feel What I Feel?,2014,Manabia Fine Arts,https://www.artsy.net/partner/manabia-fine-arts,5400.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=799&height=793&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FLFGQSamIu5uG98OJ6NxLWQ%2Fnormalized.jpg,www.takashimurakami.com,https://www.instagram.com/takashipom/?hl=en,Japanese,The University of Tokyo,Murakami,#FFFFFF,#ED2B50,#E7E1D5,#C02938,965.0,718.0,85.0,179.0,minimalism
978,prints511,prints,Takashi Murakami,Flowerball (3D) - Turn Red!,2013,Manabia Fine Arts,https://www.artsy.net/partner/manabia-fine-arts,5400.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=799&height=798&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F3Qy9OcWkcPojx9cLNoFp8w%2Fnormalized.jpg,www.takashimurakami.com,https://www.instagram.com/takashipom/?hl=en,Japanese,The University of Tokyo,Murakami,#FFFFFF,#E50163,#E92742,#DDDDD3,965.0,195.0,155.0,0.0,contemporary
979,prints800,prints,Takashi Murakami,Tonari Smiley,2020,Hamilton-Selway Fine Art,https://www.artsy.net/partner/hamilton-selway-fine-art,8500.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FurQZvKyjoizQqMkFroi_gg%2Fnormalized.jpg,www.takashimurakami.com,https://www.instagram.com/takashipom/?hl=en,Japanese,The University of Tokyo,Murakami,#F9DD22,#FFFFFF,#0F1014,#101125,969.0,965.0,234.0,209.0,neo-pop-art
980,prints835,prints,Takashi Murakami,Jellyfish Eyes - White 5,2006,West Chelsea Contemporary,https://www.artsy.net/partner/west-chelsea-contemporary-1,5000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F73UrGLpCsB8OTVrBhqnydg%2Fnormalized.jpg,www.takashimurakami.com,https://www.instagram.com/takashipom/?hl=en,Japanese,The University of Tokyo,Murakami,#FFFFFF,#332620,#531F14,#2A0E02,965.0,597.0,978.0,428.0,contemporary
981,prints841,prints,Takashi Murakami,Korpokkur in the Forest,2020,Lougher Contemporary,https://www.artsy.net/partner/lougher-contemporary,5500.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FlCosq31NHIxER7MJ0e0M3g%2Fnormalized.jpg,www.takashimurakami.com,https://www.instagram.com/takashipom/?hl=en,Japanese,The University of Tokyo,Murakami,#F0F2F1,#F3E7CF,#85B200,#D7E88C,251.0,659.0,59.0,133.0,neo-pop-art
982,prints880,prints,Takashi Murakami,Heaven's Gate,2022,Takaoka Art,https://www.artsy.net/partner/takaoka-art,6495.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=799&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FCJZeWKT1j97vLRXsLzK2uw%2Fnormalized.jpg,www.takashimurakami.com,https://www.instagram.com/takashipom/?hl=en,Japanese,The University of Tokyo,Murakami,#B5B8BF,#9A98A5,#B5B926,#AE6D98,287.0,43.0,953.0,70.0,neo-pop-art
983,prints909,prints,Takashi Murakami,Flowerball,2014,Pop House Gallery,https://www.artsy.net/partner/pop-house-gallery,7280.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=793&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FieiPHhjWfWAU_ItkRLOv4Q%2Fnormalized.jpg,www.takashimurakami.com,https://www.instagram.com/takashipom/?hl=en,Japanese,The University of Tokyo,Murakami,#DFCED4,#D81F58,#D92D2D,#E2347B,675.0,169.0,234.0,579.0,conceptual-art
984,prints960,prints,Takashi Murakami,772-777 & 772-772,2016,Ransom Art,https://www.artsy.net/partner/ransom-art,9250.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=591&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F5YJDr8vFITX7L1CB3CtxLw%2Fnormalized.jpg,www.takashimurakami.com,https://www.instagram.com/takashipom/?hl=en,Japanese,The University of Tokyo,Murakami,#FFFFFF,#B6BABD,#6B7E82,#8A9DAB,965.0,102.0,800.0,470.0,contemporary-realism
985,prints1013,prints,Takashi Murakami,Doraemon in My Memory,2022,ONEsGALLERY,https://www.artsy.net/partner/onesgallery,10000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=424&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FasPxdaD6FwPyCAc0kU1oIw%2Fnormalized.jpg,www.takashimurakami.com,https://www.instagram.com/takashipom/?hl=en,Japanese,The University of Tokyo,Murakami,#FEFEFE,#929290,#BEBEBC,#51514F,434.0,981.0,694.0,691.0,minimalism
986,prints1083,prints,Takashi Murakami,The Future will Be Full of Smile! For Sure!,2020,ONEsGALLERY,https://www.artsy.net/partner/onesgallery,9990.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FZ46nuKo1XTRkgdyleiLsHA%2Fnormalized.jpg,www.takashimurakami.com,https://www.instagram.com/takashipom/?hl=en,Japanese,The University of Tokyo,Murakami,#F2EFEA,#C4C5BF,#A29E9B,#7A7975,310.0,302.0,444.0,776.0,conceptual-art
987,prints1338,prints,Takashi Murakami,"Multicolor doubleface black, white, and yellow (set of three)",2020,Ransom Art,https://www.artsy.net/partner/ransom-art,10000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=653&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F6nhnhEBpeKrWbcdqCRQX7A%2Fnormalized.jpg,www.takashimurakami.com,https://www.instagram.com/takashipom/?hl=en,Japanese,The University of Tokyo,Murakami,#FFFFFF,#000000,#FDF339,#227FC4,965.0,965.0,6.0,478.0,contemporary
988,prints1369,prints,Takashi Murakami,"Takashi Murakami - Hokkyo Takashi the golden age, Korin Flower, Korin the Golden Age, Korin Tranquility (Set of four)",2020,Ransom Art,https://www.artsy.net/partner/ransom-art,13250.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FHo2b_lOZaRw8aj5Ay81rEA%2Fnormalized.jpg,www.takashimurakami.com,https://www.instagram.com/takashipom/?hl=en,Japanese,The University of Tokyo,Murakami,#FFFFFF,#D3B53B,#EAD177,#000100,965.0,899.0,225.0,706.0,conceptual-art
989,photography214,photography,Takashi Murakami,Miss KO2 - Devil,2004,Nohra Haime Gallery,https://www.artsy.net/partner/nohra-haime-gallery,90000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=575&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FxFqlIHN5RiPIT4DtqxcxtA%2Fnormalized.jpg,www.takashimurakami.com,https://www.instagram.com/takashipom/?hl=en,Japanese,The University of Tokyo,Murakami,#FBFFFE,#E8C9AC,#171F21,#BABABA,643.0,30.0,660.0,14.0,contemporary
990,works-on-paper1039,works-on-paper,Takashi Murakami,Kaikai & Kiki with Flower drawing,2018,EHC Fine Art,https://www.artsy.net/partner/ehc-fine-art,6500.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=691&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FISVKbVPslfpE01e2oHHh6w%2Fnormalized.jpg,www.takashimurakami.com,https://www.instagram.com/takashipom/?hl=en,Japanese,The University of Tokyo,Murakami,#FCFDFF,#444549,#707175,#ABACAE,107.0,875.0,610.0,275.0,contemporary
991,prints112,prints,Invader,Art 4 Space  (3D),2013,AYNAC Gallery,https://www.artsy.net/partner/aynac-gallery,15600.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=446&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F_a1lRmzssS7UiOjsAWDS2Q%2Fnormalized.jpg,www.space-invaders.com,,Invader,,London,#211B1D,#F1ECE8,#48546C,#3D3437,776.0,485.0,129.0,366.0,contemporary-realism
992,prints148,prints,Invader,Scooter,2014,AYNAC Gallery,https://www.artsy.net/partner/aynac-gallery,9360.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=524&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FQUx9SAp0r0Xz8ixASq10yg%2Fnormalized.jpg,www.space-invaders.com,,Invader,,London,#EDEDE5,#383639,#AFAFAF,#908E8F,887.0,267.0,168.0,383.0,contemporary
993,prints179,prints,Invader,The Roofs of the Palace,2014,AYNAC Gallery,https://www.artsy.net/partner/aynac-gallery,7800.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=778&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FeMLComTxHwtxQDB3Zg499Q%2Fnormalized.jpg,www.space-invaders.com,,Invader,,London,#FEFEFE,#C72532,#1A3D97,#254085,434.0,555.0,112.0,434.0,street-art
994,prints217,prints,Invader,Rubik Kubrick I - Alex,2006,Heritage: Urban Art,https://www.artsy.net/auction/heritage-urban-art-41,5000.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=568&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FTbAIIT_NFzrIuXJiAnYGbg%2Fnormalized.jpg,www.space-invaders.com,,Invader,,London,#FEFDF8,#373F94,#FFA768,#1F244E,803.0,348.0,710.0,940.0,minimalism
995,prints289,prints,Invader,THE ROOFS OF THE PALACE,2014,AYNAC Gallery,https://www.artsy.net/partner/aynac-gallery,7800.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=607&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FfSwhgElA1MToqj_5bW4ZLQ%2Fnormalized.jpg,www.space-invaders.com,,Invader,,London,#E5DDDA,#C0BDB8,#E24E44,#968C82,818.0,945.0,87.0,550.0,conceptual-art
996,prints792,prints,Invader,Scooter,2015,Lougher Contemporary,https://www.artsy.net/partner/lougher-contemporary,3750.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=800&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FyuItibECmO-N7mXXZc14Og%2Fnormalized.jpg,www.space-invaders.com,,Invader,,London,#F1F1F1,#201E21,#3A383D,#C7C7C7,519.0,528.0,513.0,375.0,minimalism
997,sculpture439,sculpture,Invader,3D Little Big Space,2022,Roseberys: Modern & Contemporary Prints & Multiples,https://www.artsy.net/auction/roseberys-modern-and-contemporary-prints-and-multiples-9,850.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=753&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FeSmc8t9EvRK1jS-O6eO5UQ%2Fnormalized.jpg,www.space-invaders.com,,Invader,,London,,,,,,,,,conceptual-art
998,prints117,prints,Adam Lister,Banksy at Sotheby’s,2022,TOYOL TOYS,https://www.artsy.net/partner/toyol-toys,1880.0,https://d7hftxdivxxvm.cloudfront.net?resize_to=fit&width=595&height=800&quality=80&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FJqtyqVvQoe55wjfUM-SKYQ%2Fnormalized.jpg,adam-lister-gallery.myshopify.com,,American,School of Visual Arts,New York,#E2E2E0,#B59A63,#E2CC9A,#A0A6A2,389.0,175.0,316.0,16.0,transavantgarde
