,id,color1,color2,color3,color4
832,photography129,#FFFFFF,#342C21,#474931,#E2DDC7
833,prints901,#FFFFFF,#292421,#41403B,#8F8B8A
834,prints915,#FFFFFF,#8B8B8D,#DCDCDC,#505050
835,photography673,#E3E1E2,#B4B5AF,#0F0F0F,#92918C
836,prints726,#CE9560,#9D5585,#2B6050,#9B6366
837,prints732,#040402,#FEFFFA,#3A3A38,#81817F
838,mixed-media418,#F90101,#020001,#FFC21A,#39DFCB
839,photography854,#000000,#6B5820,#A4B416,#4C3B03
840,works-on-paper328,#DDD4B7,#BBB295,#999073,#7A7154
841,mixed-media430,#897F73,#615B4F,#453E34,#AA9E90
842,photography868,#F5F5F5,#D6DCCE,#65776B,#3A4D47
843,works-on-paper1185,#F2EBD9,#C51F35,#2A5578,#4BA0BF
844,photography459,#0E0E0C,#31302B,#FFFFFF,#D3CDC1
845,mixed-media815,#1B2023,#A5835E,#F1F1F1,#653328
846,painting366,#BFB9BB,#9BB0A9,#6E9594,#456B6E
847,painting372,#D8F0F0,#CAACC4,#A37EA0,#3C4144
848,mixed-media62,#FFFFFF,#61612D,#3C7A27,#131311
849,prints35,#FFFFFF,#F1DFC9,#932A38,#7D7E79
850,photography1334,#E83B2D,#51211D,#17120F,#321817
851,prints1101,#F12816,#F7F7F7,#E11F2A,#807EBF
852,works-on-paper1191,#D7D6DC,#BFBFB5,#655C55,#A3A2A7
853,mixed-media829,#FFFFFF,#DADADA,#5F5F5F,#B6B6B6
854,prints1129,#C2CBDC,#80858B,#A6ABB1,#5D6268
855,photography471,#FFFFFF,#181B24,#DFCBC4,#313251
856,works-on-paper1146,#2C2829,#FFFFFF,#453945,#DF9385
857,prints242,#EBEBEB,#C4C5BD,#7093AF,#EED8C0
858,mixed-media1379,#000000,#47DD00,#FFEDDF,#FFFF01
859,prints256,#F5F4F2,#B61826,#981C24,#930008
860,prints530,#D6D7D2,#0E2221,#6D020A,#07060C
861,works-on-paper102,#F4F4F4,#E2DCCC,#BEBAAE,#9D998E
862,prints518,#E8E8E8,#4C4C4E,#303032,#8D8B8C
863,mixed-media1345,#C6C7CB,#505050,#A3A6AD,#1A1A1A
864,works-on-paper664,#E3E3E3,#CCC1BD,#A2A2A2,#716D6C
865,mixed-media1437,#B6B2AF,#013A7F,#CCA104,#B30003
866,painting1208,#171918,#F4E3C7,#D23347,#646560
867,works-on-paper671,#E3E0D1,#D32A03,#F8CF05,#2E2E2E
868,mixed-media627,#282A27,#F8FAED,#6C737B,#D3D4CE
869,prints519,#332A25,#425446,#4E3729,#749068
870,painting398,#FFFAE7,#FF9700,#FFD1A0,#E1D8D1
871,prints531,#622840,#5F4165,#F7D279,#E96A95
872,prints243,#0E0E0E,#E2E1DD,#B3B1B2,#595959
873,mixed-media1393,#99B3CE,#A1A5A4,#8093BB,#73A8DE
874,painting429,#25211E,#59D7CB,#223228,#4F807C
875,photography464,#483F3A,#61585D,#A19CA2,#685244
876,prints1128,#BCB7BE,#22211F,#D9D8D6,#3E3A39
877,mixed-media1387,#F7F7F9,#1F9ABC,#FB3326,#2A7A9D
878,photography302,#020411,#FEFFF9,#20232A,#3B3C3E
879,photography1453,#464646,#A7A7A7,#878787,#181818
880,prints294,#CAC7C0,#AEA89A,#665F55,#8E877D
881,photography458,#0B0F0E,#554A1C,#182514,#977339
882,prints1114,#E1E2E4,#DECA47,#AD9008,#DFD269
883,works-on-paper842,#E8E6C0,#082E99,#BD5A05,#63041A
884,prints20,#F32B48,#F4F0F1,#302571,#D83546
885,mixed-media77,#FFFFFF,#0C0C0C,#EC6CC9,#D7C384
886,mixed-media1146,#E9E5D9,#D0392E,#C4522D,#D24347
887,works-on-paper1379,#FFFFFF,#5B5B5B,#313131,#DCDCDC
888,prints733,#343233,#E8E8E8,#B5B1AE,#75716E
889,prints914,#D5D5D3,#B1B6BA,#030000,#8F9394
890,mixed-media380,#9A6261,#744A4B,#C39DA8,#523235
891,works-on-paper23,#F3F3F3,#D4C0A7,#B49C84,#C49373
892,works-on-paper37,#16151B,#F3F3F3,#D8B69D,#301409
893,painting159,#81653E,#FFFFFF,#604325,#834B1A
894,photography128,#070709,#D3D2D7,#232228,#B1AEB7
895,prints1470,#E2E2E2,#D2AAAA,#112651,#A3A3A3
896,photography882,#040404,#3B3330,#1E2126,#263844
897,prints1316,#ECEAEB,#A29A97,#6A6665,#DFD2E4
898,mixed-media1026,#6B3BA1,#915CC8,#BCC4CF,#980000
899,prints109,#F3F3F3,#803C85,#AE0407,#635143
900,works-on-paper513,#E1E3E0,#C1C1BF,#7F7870,#A8A197
901,photography909,#383838,#888888,#585858,#000000
902,prints121,#FFFFFF,#373131,#B1DBE7,#4BA1D0
903,works-on-paper1231,#F7F0E8,#D5CEC6,,
904,photography712,#0F0F0D,#868265,#E6E1CE,#564A3A
905,prints684,#A7D3C2,#60686B,#E1C2C8,#DDA93B
906,painting1180,#FFFFFF,#DCD9D0,#2B353E,#BFBFC7
907,photography1043,#1E1818,#D4B599,#3E221E,#A8866B
908,prints1276,#FCE6AA,#000000,#990908,#DB1E1C
909,painting777,#102F8C,#01004C,#1F4ABD,#469EF8
910,works-on-paper705,#EBECE7,#90918C,#C7C8C3,#71726D
911,painting1369,#2A37B7,#221A18,#2B8F83,#3A42AD
912,prints323,#A7A2B6,#222021,#D9D8D6,#3D383E
913,painting1427,#F3F3F3,#C8C8C8,#D0B5AC,#C1978B
914,prints445,#969EA0,#273E9C,#FAFBF6,#F99732
915,photography1296,#6B6B6D,#0D0D0F,#47464B,#8A8B90
916,prints337,#F3EFE4,#F16B52,#1A1414,#DE774E
917,photography262,#EAEDF4,#DCD3CC,#D2B6AA,#C1917A
918,prints1048,#D7D3C8,#0C0D11,#2E2F33,#B5B1A8
919,photography1269,#818286,#E2CDC8,#ADA8AE,#F9FFFF
920,prints1074,#CEDAEA,#BDBDBD,#BC0F3A,#A21120
921,photography538,#FBFAF8,#28211B,#423A37,#69605B
922,prints486,#F1F1F1,#201B18,#D1CCC8,#544A53
923,painting1396,#F3F3F3,#0E0E0E,#4F0216,#305DA1
924,painting213,#FFFFFF,#DCDCDA,#8BA3AF,#757670
925,painting563,#BBBEC3,#191919,#6A6B6D,#E9D8AC
926,prints1076,#D4CCC1,#57839C,#6FA2C1,#AAA9A4
927,painting1394,#1E84CE,#000100,#117398,#002224
928,prints490,#DBDFE8,#4F5565,#030409,#242833
929,photography1257,#B0B0B0,#484848,#E0E0E0,#686868
930,photography506,#CACACA,#0A0A0A,#2C2C2C,#A5A5A5
931,prints447,#000000,#D50A06,#FCF5CB,#D5342C
932,prints321,#F1F1F1,#E3DECB,#569ABD,#97AFB1
933,prints453,#000000,#313332,#D50100,#FEFFF9
934,mixed-media779,#000004,#D84011,#D8C4A3,#CBAF70
935,mixed-media751,#7F7262,#ECE5DB,#55504A,#A2907A
936,prints1089,#F4CDD0,#FFFFFF,#191D1E,#D3D3D1
937,mixed-media1226,#E0DDD8,#262626,#736F6E,#9D9A8B
938,painting1419,#FFFFFF,#DBD6D2,#DCDC02,#FFAD03
939,prints1274,#F1F1F1,#D0CED1,#979799,#67534C
940,painting761,#3E2602,#C6B2A9,#EC9F05,#DC7204
941,prints686,#E2DFDA,#C7CC96,#5B544A,#BEB7B1
942,painting775,#FFFFFF,#4D789B,#748DA3,#B1BFCC
943,prints692,#D9D8D6,#B8B7B3,#979694,#201E1F
944,prints1260,#F8F4EB,#2E2B26,#56514E,#9F988E
945,prints1248,#000000,#01CAE8,#FFE4F7,#FFFCFF
946,photography704,#EDECF4,#C1758F,#D6A2AE,#DEBBD3
947,works-on-paper539,#C7C4BF,#918B7F,#FD1E6E,#555134
948,photography1082,#074C53,#000000,#933E65,#CB73A5
949,prints645,#E2E2E0,#C1C0BB,#65645F,#9A9994
950,photography923,#9E9A8F,#514B3D,#BFC0B8,#807A6E
951,photography937,#E3E8EB,#B3C3D0,#7A807E,#515757
952,prints889,#F5F2E9,#F9D76B,#F08132,#F4B34B
953,photography1096,#FFFFFF,#DCDCD2,#00020F,#636564
954,prints651,#E9DBC0,#1C1411,#958875,#362F27
955,prints137,#FCF2CF,#000002,#C4DCC4,#2A3D43
956,mixed-media553,#E3C798,#000000,#92BADE,#EBEBEB
957,prints1300,#E9E9E9,#FFB8C6,#D496A5,#3C3A3F
958,photography1121,#E3E3E5,#060606,#242424,#908E8F
959,photography880,#161616,#282A1F,#6F7036,#3A3E23
960,prints1472,#F8F7F5,#D2280E,#8D796E,#BFB08F
961,painting83,#2E2E2C,#6D6E68,#9F9E99,#151513
962,prints1328,#000000,#005E8C,#CFB47F,#007193
963,prints902,#F7F5F6,#1546AD,#FAA48D,#BB9D9F
964,painting1035,#ABADAC,#8F9183,#B0D2FF,#8CABDA
965,photography857,#212528,#FEFEFE,#423232,#827157
966,works-on-paper1353,#E2E4D6,#FFFFFF,#6D6D6D,#8E8E8E
967,photography843,#FFFFFF,#040404,#93948F,#3F443E
968,mixed-media1178,#8C7F5F,#D1D5B4,#E1E3DE,#F1F9C6
969,mixed-media1150,#CDC3C1,#ACA2A0,#8C8280,#6C6260
970,prints1499,#FCFBF6,#2F2E2C,#302271,#FCC949
971,prints719,#E4E5E9,#8F8681,#AFA7A4,#5B6463
972,works-on-paper303,#FFFFFF,#000000,#D0B17A,#DADADA
973,mixed-media802,#EEEFE9,#84898D,#615851,#D6C8BD
974,prints296,#F4EEE2,#D1CAC0,#88837D,#696460
975,photography1451,#292929,#F9F9F9,#0F0F0F,#444444
976,prints1116,#00B8C0,#CC0763,#496E04,#AE0548
977,photography1323,#070302,#C6BFB9,#949285,#292621
978,works-on-paper868,#FBF9FA,#24282B,#879190,#3E4347
979,prints255,#B88955,#B38E71,#ABA3A0,#927565
980,works-on-paper673,#D9DADC,#E3CAA2,#2C3137,#B5B6B8
981,mixed-media630,#E6DBAE,#080808,#252527,#C9B986
982,mixed-media1353,#EAEBE5,#900000,#1C202B,#33141C
983,prints240,#ECEDF1,#7E6B43,#8D893F,#171614
984,works-on-paper882,#F7F9EE,#000000,#D4D6CB,#ABAEA7
985,prints526,#BCBCBE,#22272D,#55709D,#7C85A4
986,prints532,#444540,#61625C,#8B8672,#A1A29C
987,mixed-media48,#31556F,#1B4A50,#042023,#58555C
988,photography467,#020202,#414336,#B8B8AC,#5F6154
989,photography315,#FFFFFF,#DCDCDC,#B7B7B7,#959595
990,prints23,#020202,#C5B3BF,#001220,#E4E4E4
991,painting370,#969B9F,#AACCCE,#A9A490,#E2EADF
992,prints37,#F3F3F3,#2E4F72,#6E7D90,#D0D0CE
993,prints297,#E6B1A3,#E6C6DE,#5899D9,#CCD288
994,painting41,#7F7262,#9E9181,#FFFFFF,#D2C9B8
995,works-on-paper302,#FFFFFF,#ECE2D6,#E9D6B5,#B7A486
996,prints718,#DADACE,#413E37,#B6B6AA,#909084
997,painting199,#63BBEB,#FFFFFF,#BF8C31,#010000
998,prints1498,#EFEFEF,#C6CED0,#2F7D7F,#A0AAAB
999,works-on-paper1408,#BAB6AA,#9D9885,#706C63,#4B473E
1000,mixed-media1151,#171D19,#F6F6F6,#8D8D8D,#313733
1001,painting833,#514259,#CEA959,#CE7B73,#A7695E
1002,works-on-paper316,#FFFFFF,#F1E0C4,#A39685,#F4C17F
1003,prints724,#DDD5B1,#E9E5D9,#EECDC4,#645D55
1004,photography856,#C4C7B2,#A0A89B,#3F5757,#7D837F
1005,prints903,#FDF3D8,#FFFFFF,#2A2A1E,#F0C004
1006,mixed-media1192,#21262A,#9FA7AA,#7D868B,#60676D
1007,painting628,#FAFAFA,#01BE94,#3A3343,#EBD9EF
1008,prints1315,#C4897B,#FFFFFF,#DEDCDF,#BA9A8B
1009,photography881,#E2B7B1,#8E3D3A,#CE8F88,#F0EDE8
1010,photography659,#F5F5F5,#010101,#271515,#8C5D43
1011,prints1473,#E2E2E2,#C62618,#E14B18,#CE5230
1012,painting172,#B9BCB5,#231F1C,#010000,#3E3A39
1013,photography895,#88878C,#0C0C0C,#545358,#29282D
1014,prints678,#F1F1F1,#CCCCCA,#000035,#8E8FA1
1015,painting947,#9A6261,#744A4B,#C39DA8,#523235
1016,prints650,#FFFFFF,#2D3528,#6C472A,#8D633B
1017,prints888,#F9262F,#003A84,#FFC801,#1D1717
1018,prints122,#FDF0E8,#CFC6BD,#AEA59C,#8E857C
1019,photography1083,#E3E9E9,#B29087,#1A1346,#312D5F
1020,prints877,#E0D0AE,#2C222A,#E1C736,#B6503A
1021,painting748,#090D0E,#F3F4EF,#F4E52A,#D6CBAD
1022,photography705,#EDDBC3,#BD9C69,#343331,#8F7E6E
1023,prints863,#F1F1EF,#E5D5BB,#418FD1,#DFCB4E
1024,prints693,#E6E5E0,#3D393A,#8BA2CB,#5A5957
1025,photography1054,#ECECEC,#171614,#999691,#7A7772
1026,painting1183,#2A264B,#3D2D20,#423F5E,#53493D
1027,photography739,#C9D0C9,#000100,#4A3E28,#80827F
1028,prints1275,#217D88,#8AADB3,#C6D0D2,#549AA2
1029,prints308,#F4F4F4,#3C3636,#5A5454,#221C1C
1030,prints1088,#BBA166,#FFFFFF,#E7E1D3,#877746
1031,prints334,#F1EFE3,#D60000,#D89753,#FDE101
1032,works-on-paper1030,#F2227A,#0C0608,#A7A6A4,#2C191F
1033,photography1295,#BEBEBE,#FAFAFA,#9D9D9D,#424242
1034,prints452,#FCFAFB,#FEA500,#FEDA00,#FE8100
1035,painting1356,#B6B8B5,#14552A,#7A2113,#B56A0D
1036,prints320,#EFCFA6,#1C252C,#4CA0A0,#6C9392
1037,works-on-paper909,#EEEEEE,#323232,#CCCCCC,#4F4F4F
1038,mixed-media787,#A73220,#D3D5C8,#CF493D,#C7B4A6
1039,works-on-paper935,#FDFDFB,#2C2932,#0C0B11,#0097FF
1040,prints1063,#FDE3C8,#684331,#F7F7F9,#FE967B
1041,mixed-media977,#B20000,#D7011D,#02D8FA,#E6AE25
1042,prints485,#A26467,#754440,#959499,#C87E7B
1043,painting547,#9F81F3,#000000,#272727,#3F4541
1044,prints1046,#F4F1EA,#9E978D,#D1CEC7,#605951
1045,works-on-paper910,#EFEDE1,#CECABE,#ADA99D,#8D897E
1046,prints339,#D9D8D6,#B7B6B1,#969590,#747675
1047,mixed-media761,#FEFEFE,#2481E8,#000100,#C0C1BC
1048,works-on-paper737,#D7EAF0,#D9A7A8,#E8D8CB,#EBB666
1049,photography293,#FCFCFC,#202020,#D9D9D9,#B1B1B1
1050,prints1085,#FFFFFF,#151E0B,#D6DAD9,#8B9187
1051,works-on-paper1015,#CBBB97,#433C32,#FBFAF6,#615B4B
1052,prints311,#8D8167,#D0BABC,#998083,#DCDDD7
1053,works-on-paper284,#C1BBAF,#3C3D41,#9B978E,#595854
1054,prints852,#EAE1D0,#B5AFA1,#958F81,#FFFFFA
1055,photography734,#5F5343,#7B5934,#99835A,#632A0D
1056,painting745,#C0B6AD,#5C7EE0,#4464D5,#F6F6F6
1057,prints1250,#A66018,#FFFFFF,#C8771B,#7D3D00
1058,mixed-media1000,#82878B,#D9D8C4,#4B545B,#BBBCB6
1059,works-on-paper253,#F9F7F8,#CFE1ED,#A9C7DF,#8AA4C7
1060,prints1293,#E3E2DE,#37322C,#BFBCB7,#57524C
1061,prints661,#F6DEC6,#F9B48A,#8C8A8B,#CE2B22
1062,prints107,#E3E3E5,#5F5E59,#C2C1BD,#7D7C78
1063,works-on-paper509,#8C0509,#210B0D,#520E0F,#72050B
1064,prints675,#EDD5A7,#FFFFFF,#5B4E3E,#3B3422
1065,prints932,#EEE9D6,#BAB3A1,#918A78,#59513E
1066,photography13,#6E5F34,#A48F4E,#4F4426,#342D1A
1067,photography898,#B7B7B5,#585856,#90908E,#D9D9D9
1068,prints1442,#AFADB2,#666469,#FEFEFE,#8F8D92
1069,prints1330,#E9454C,#C84952,#EAF9FE,#FDF475
1070,painting625,#F3F3F3,#4E6B31,#6C8A4C,#D8E1B6
1071,photography697,#DFDFDF,#0D0D0B,#B8B8B0,#262722
1072,mixed-media1174,#5AC6C6,#C34086,#191919,#F8F7F5
1073,works-on-paper1439,#E9E4D1,#39613F,#FFFFFF,#C0C2B4
1074,photography683,#8FB874,#000000,#A4A5A0,#182110
1075,painting802,#FFFFFF,#F5D56E,#EBE8D7,#D3D1D4
1076,painting1011,#C3B09F,#9B9190,#242328,#7A6C6B
1077,prints715,#595D4F,#F9F4EE,#8C837A,#3E4138
1078,works-on-paper1411,#857F71,#CCC6B8,#666052,#A6A090
1079,works-on-paper1405,#E5E0DD,#FEC401,#016EC1,#0387D2
1080,photography867,#0F1110,#727274,#2A2A2C,#F5F6FB
1081,painting58,#191917,#36251D,#373934,#BCB797
1082,photography324,#E2E2E2,#8E8D8B,#5C5C5C,#202020
1083,works-on-paper680,#EBE3D8,#282828,#EDBA0F,#DB6D54
1084,works-on-paper858,#45616D,#6B5D40,#A49484,#322C20
1085,works-on-paper870,#FFFFFF,#C3C5BA,#A0A19B,#950F28
1086,prints1126,#F9FFFF,#4D534F,#000200,#8D1D1C
1087,prints1132,#85827D,#E9EAEE,#C5C4C9,#342D27
1088,mixed-media601,#010101,#D60000,#FFF7B6,#489399
1089,mixed-media1404,#FFFFFF,#FFF3D9,#14100D,#2E2A2B
1090,works-on-paper643,#FFFFFF,#000000,#684E1D,#F9EE00
1091,prints259,#CAC7C2,#EE229D,#CDD6B7,#F6DC65
1092,mixed-media86,#8FA1A3,#3C4356,#161115,#818898
1093,painting1213,#E3E2DD,#C2C2B6,#959589,#000100
1094,works-on-paper1175,#FFFFFF,#000000,#21201E,#585858
1095,painting1207,#E5E5E3,#1F2326,#C2C4C1,#515352
1096,prints503,#FFFFFF,#1D1D1D,#CAA523,#D0C84B
1097,prints265,#7D7F7E,#333436,#ECE4D9,#9D9F9E
1098,prints502,#ECEBE7,#C9C8C3,#A7A6A1,#868580
1099,mixed-media628,#000000,#FFFFFF,#3A393E,#E0DDD8
1100,works-on-paper1160,#FFFFFF,#D5D1D0,#6C6E69,#B9AFAD
1101,prints264,#2F2E2C,#E9DDCD,#FFFFFF,#BCB6A8
1102,prints270,#FEFEFE,#312C29,#FFFADA,#A8A8A0
1103,works-on-paper642,#E5E0CD,#CDAF8B,#504A3C,#AF8E6B
1104,mixed-media1377,#AFB39A,#0F0F0D,#856336,#A86B1A
1105,mixed-media600,#FEFEFE,#A3A3A3,#00000C,#595651
1106,works-on-paper1148,#2B2A26,#FFFFFF,#464644,#11110F
1107,photography1306,#F7F7F5,#8B755E,#B1AAA0,#625544
1108,prints13,#FFFFFF,#20220D,#A2382A,#4A9127
1109,works-on-paper859,#877978,#C7B3AA,#3F3C45,#CFD1DE
1110,photography457,#83827E,#DFDCD7,#BCB9B4,#64635F
1111,works-on-paper1404,#302A1E,#454430,#B1C5E0,#7A7949
1112,prints700,#CAC7C2,#ABA49A,#8A8379,#686157
1113,painting1004,#E6DFC5,#C2AA9E,#80777A,#8A6364
1114,painting1010,#0C5791,#327296,#96A9A5,#2E5A63
1115,prints714,#F7F3F0,#6A6561,#98918B,#1A1917
1116,prints1480,#96000B,#E3DECB,#CFBA85,#202020
1117,works-on-paper468,#A4A6A5,#837B78,#D2D5DC,#242625
1118,mixed-media1161,#EAE4C4,#656E7D,#858C9C,#434F65
1119,mixed-media370,#EEEEEC,#302E3C,#AEA5A6,#CA4C36
1120,works-on-paper326,#1E1D18,#FDF7EB,#3A362D,#8E877D
1121,painting65,#E8E8E8,#20211C,#C1C1C1,#6E6963
1122,works-on-paper332,#ECE5DD,#B38963,#CCC2B9,#F1D2B5
1123,prints728,#DED9D5,#FA687D,#FB6763,#DAD9BD
1124,works-on-paper454,#444444,#B6B6B8,#626262,#8D8D8D
1125,prints1457,#488B3B,#AC3537,#F0D210,#313131
1126,prints1325,#DADADC,#AFAFAF,#4E4651,#0E0E0E
1127,prints1443,#CBC7BE,#726B61,#4D463E,#989286
1128,photography641,#E2E5EA,#C0C3CC,#868781,#060606
1129,prints927,#CD6C77,#F18585,#287669,#2F3C69
1130,prints933,#FCF2D7,#FAE5B6,#FFE392,#D6A640
1131,prints1319,#B29B72,#A5711E,#997335,#CB972A
1132,works-on-paper1389,#EEF2F5,#312C32,#C9C9C9,#9B9798
1133,photography133,#161E21,#02855D,#1A5747,#6FBA9B
1134,photography12,#BDC4CA,#9099A2,#232323,#444348
1135,prints112,#211B1D,#F1ECE8,#48546C,#3D3437
1136,prints1286,#F4F4F4,#232122,#C99F87,#C3BFBC
1137,photography912,#242621,#BABBB5,#595959,#9B9A96
1138,works-on-paper1216,#ECE7E3,#3C3C3A,#011B32,#70685D
1139,prints674,#4A7019,#DBB103,#B2D8E3,#2E3022
1140,prints660,#545C69,#757985,#C1C3CF,#A0A2B1
1141,photography906,#000000,#241F1C,#423836,#666A75
1142,prints1292,#985E53,#DFCCBE,#7E6C56,#7A4C34
1143,prints106,#5F646A,#E2E4E3,#9A9CAB,#73818E
1144,prints648,#111214,#D3D4CE,#2B1C17,#2F3032
1145,prints890,#D62D0C,#D3D5D0,#DD5D02,#E8CD02
1146,prints884,#1C1912,#F4B592,#EFC8AB,#C8A681
1147,painting744,#E3C4A5,#FD73C0,#E9DF4C,#88E267
1148,works-on-paper1014,#E9E9E9,#B6B7B2,#7C817D,#7D6244
1149,prints1084,#BD3D00,#DA620B,#CB7800,#C72017
1150,painting1414,#000000,#FEE797,#80560C,#543C10
1151,prints304,#296BBF,#E2E2E2,#6BBDE2,#3D8AD8
1152,prints1090,#024057,#FFF3CB,#C2DDD6,#84C8BB
1153,works-on-paper1028,#222625,#F7F7F7,#3D4140,#F2E0BA
1154,mixed-media760,#FFFFFF,#B6F6FF,#6BDBEF,#89BDF6
1155,photography292,#EBECE7,#000000,#C7C9C6,#9A9E9D
1156,works-on-paper736,#E9EEF4,#C4C8D1,#A1A4AB,#7C7B80
1157,mixed-media774,#A39A93,#60636A,#382D33,#A0ADB5
1158,works-on-paper911,#FBFBF9,#E5DFCF,#527C92,#91AAB1
1159,works-on-paper905,#C3BAA9,#13120D,#9B9482,#2D1400
1160,prints1053,#969799,#B5B6B0,#7A4E69,#61212F
1161,prints489,#FFFFFF,#ED2B50,#E7E1D5,#C02938
1162,painting208,#11100E,#E8E9E3,#2C2B29,#474644
1163,painting578,#D3D3D5,#3B1812,#BEA797,#241A18
1164,photography521,#EEEEEE,#C7C7C7,#171A1F,#9D9D9B
1165,photography509,#D6D6D6,#171614,#81796E,#403931
1166,works-on-paper734,#CCC7C3,#AFA69D,#8C8481,#69615E
1167,painting1358,#F2F1ED,#1C1A1B,#D0CFCB,#353430
1168,mixed-media1201,#FFFFFF,#176772,#2A4359,#083129
1169,prints312,#DFDBD8,#BBB6B2,#999798,#737172
1170,works-on-paper708,#C8C8C8,#A7A7A7,#878787,#686868
1171,mixed-media986,#F8DF9C,#551432,#D5C089,#9A7F62
1172,prints474,#F7F6F2,#5A8148,#385344,#0052B8
1173,prints1092,#EDEAE5,#B3ACA2,#16171B,#363A39
1174,works-on-paper1002,#FFFFFF,#DBDCDE,#B8BAB9,#8B8D80
1175,prints851,#FAFAFA,#D4D4D4,#AFAFAF,#E8C9C4
1176,photography737,#575757,#2B2B2B,#000000,#797979
1177,prints845,#E02A14,#FCFCFC,#CF3722,#BC4434
1178,prints1247,#E7E6E1,#64635F,#B2AEA5,#26272B
1179,painting752,#F4F5F0,#7199CC,#2B2B2D,#4F79B3
1180,photography1066,#191E17,#A88656,#424D45,#D7B27E
1181,prints879,#FFFFFF,#973448,#EEE5D4,#B7AE9D
1182,prints1253,#F4EFF5,#2F0255,#240193,#4B026D
1183,works-on-paper250,#534947,#EADCD1,#362E2C,#716664
1184,works-on-paper1228,#B8B4B1,#D497B9,#EA9E7C,#241F25
1185,prints892,#59472F,#6D4C23,#014087,#6A5B54
1186,works-on-paper536,#FAF4E6,#FC3752,#0E5F1C,#FD5D05
1187,mixed-media1003,#7F5F2C,#EDDCD4,#9C7939,#A7835F
1188,prints676,#EDE1C7,#989DA1,#757A80,#4E4E4E
1189,photography910,#191919,#CFCFCF,#929292,#5A5A5A
1190,prints1284,#F1E6CA,#3F392D,#5B5545,#787360
1191,photography904,#FDFDFD,#131416,#E4D4BD,#A49696
1192,prints662,#EEEAE7,#8A2D26,#482521,#25201A
1193,prints925,#0E0E0E,#FAF5F1,#FD1E93,#302F34
1194,prints1469,#FDFDFD,#9BBF5D,#E3D074,#AF6059
1195,works-on-paper481,#EEEFE9,#2B2F21,#000200,#EDC8B5
1196,painting168,#2A2A2A,#83847F,#454543,#626260
1197,photography131,#FFFFFF,#19120A,#23230B,#3D2C10
1198,painting98,#9F9CA3,#7DA998,#76808A,#506674
1199,prints1333,#FFFFFF,#F5D90B,#14130E,#2D2D2B
1200,prints919,#E3EAFC,#020D11,#317AAF,#766B65
1201,painting626,#F7F7F7,#484234,#56502E,#5C3A2E
1202,painting140,#EFEEEA,#323031,#CCCACB,#9A9899
1203,photography38,#FFFFFF,#250E16,#DABF8A,#EDDCC2
1204,prints1455,#DAD7E0,#D2B991,#322C36,#9D8674
1205,prints1441,#FAFBFD,#D9D2CC,#02070A,#595B4D
1206,photography1112,#FFFFFF,#BFC2AD,#949E86,#323314
1207,prints1327,#251B26,#242A42,#1B1845,#222D33
1208,photography858,#040404,#2C2220,#4F493D,#6B1925
1209,painting67,#EBE5D9,#FFBF44,#D7443D,#FCA146
1210,photography694,#F7F7F5,#0D1114,#C1C2BA,#3B3C2E
1211,prints1496,#CDC4C5,#ACA1A5,#000000,#7D7477
1212,painting183,#AC9E71,#B9B979,#777255,#716736
1213,works-on-paper1412,#A7A3A2,#879F8F,#EBECE6,#9D8480
1214,prints1482,#F8FCFF,#32373D,#F34800,#ECDCE7
1215,works-on-paper1374,#EBEFEE,#AE140C,#93190E,#4D2D2E
1216,prints716,#E3E2DD,#322F28,#C1BEB9,#4D4A43
1217,photography441,#070707,#272727,#424242,#606060
1218,photography1338,#F9FAF5,#8F7F70,#AF9F90,#BEB5B8
1219,mixed-media819,#E6EAF3,#4F1116,#CBC5B9,#53423A
1220,prints1119,#201C1B,#AD764D,#464241,#9C5660
1221,works-on-paper697,#DFDCD7,#B9B6B1,#96938E,#76736E
1222,photography1462,#D9D9D9,#161513,#67635A,#B9B5A9
1223,painting342,#94647A,#507E96,#000100,#9FB47C
1224,mixed-media831,#F6F6F6,#B50D1E,#706760,#524942
1225,photography1310,#40403E,#E5E4DF,#5D5E59,#979691
1226,painting356,#F3F3F3,#442127,#9B748F,#2D2220
1227,prints11,#E9E8E3,#DC8B4C,#BC7346,#EBD7BF
1228,works-on-paper873,#EEE8DC,#444243,#B89774,#A7A6A1
1229,mixed-media616,#E03917,#46AB11,#618CE8,#DA4A32
1230,painting1238,#BFC2AD,#9FA9AB,#181800,#B4670F
1231,photography482,#67604E,#37332A,#90856F,#DDC096
1232,prints528,#F9F8F3,#1A1915,#888880,#D3D3CB
1233,works-on-paper654,#E2DFDA,#CFBEA2,#97692D,#31302C
1234,mixed-media91,#FFFFFF,#E7D2B3,#020204,#E3DADB
1235,works-on-paper1162,#D4C8B8,#9F7D57,#0B0C10,#C9CDD6
1236,prints500,#FFFFFF,#0D0C11,#D9DEE2,#ADBBBB
1237,prints514,#EFEEEC,#9C2658,#FE323E,#EE6F68
1238,works-on-paper1176,#97908A,#EBE7E6,#B7B3B0,#D8CFBE
1239,works-on-paper668,#FFFFFF,#2C2827,#6D594E,#0F0D0E
1240,mixed-media158,#FFFFFF,#DBDBDB,#BDB6B0,#7A8187
1241,prints273,#FFFFFF,#CF283A,#D01F77,#D22952
1242,painting380,#151316,#EA3A2D,#E5E1DE,#E84852
1243,works-on-paper1163,#F1F1EF,#CDD1DA,#AAB1C3,#7E8DAC
1244,prints529,#FEFEFE,#54C1E8,#027FBF,#00A6DA
