,artist_names
2470,Anne Pagana
2471,John Seery
2472,Anne Imhof
2473,Christina Quarles
2474,Robert Zakanitch
2475,Raymond Waydelich
2476,Otto Herbert Hajek
2477,Kim MacConnel
2478,Florian Eymann
2479,Add Fuel
2480,Ken Davis
2481,Friz Freleng
2482,Vincent Longo
2483,Linde
2484,Alice Valenstein
2485,Paul Davis
2486,Linnea Pergola
2487,Ivan Chermayeff
2488,R.C. Gorman
2489,Antonio Frasconi
2490,Joseph Piccillo
2491,Roberto De Lamonica
2492,Abhijit Paul
2493,Soumya K. Chakraborty
2494,Sri Pramono
2495,AT Sitompul
2496,Januri
2497,Fery Eka Chandra
2498,Harun
2499,Ian Burns
2500,Angel Marcos
2501,Brian McKee
2502,Chen Shuo
2503,Leila Pazooki
2504,I Gede Oka Astawa
2505,Fatoni Makturodi
2506,Frederick Haucke
2507,William King
2508,Neil Williams
2509,Lloyd Hamrol
2510,Dan Rizzie
2511,Robert Dash
2512,Joseph Stella
2513,Oscar Bluemner
2514,Jae Jarrell
2515,Lyle Ashton Harris
2516,Kim Abeles
2517,Rex Ashlock
2518,Maurizio Cattelan and Pierpaolo Ferrari
2519,Gwladys Alonzo
2520,Jose Leon Cerrillo
2521,Jean Terry Efiaimbelo
2522,Patrick Lee
2523,Morgane Tschiember
2524,Cameron Jamie
2525,Bob Faust
2526,Paul Calle
2527,Felipe Chavez
2528,Herman Cherry
2529,Leandro Feal
2530,Lois Gross Smiley
2531,Alejandro Campins
2532,Phil Sims
2533,Gabriella Crespi
2534,Siegfried Anzinger
2535,Anna Bella Geiger
2536,Manfredo de Souzanetto
2537,Willys de Castro
2538,Juan Araujo
2539,Fernanda Gomes
2540,Hermelindo Fiaminghi
2541,Marepe
2542,Jorge Caraballo
2543,Cicero Dias
2544,Ivan Cardoso
2545,Oscar Niemeyer
2546,Tonico Lemos Auad
2547,Carlos Alberto Fajardo
2548,Marcelo Brodsky
2549,Antonio Manuel
2550,Radames 'Juni' Figueroa
2551,Maria Leontina
2552,Wilma Martins
2553,Carolina Martinez
2554,Joaquim Tenreiro
2555,Edgardo Antonio Vigo
2556,Caio Reisewitz
2557,Ivens Machado
2558,Franz Weissmann
2559,Cabelo
2560,Vicente do Rego Monteiro
2561,Ana Prata
2562,Robert Kinmont
2563,Hedda Sterne
2564,Marcius Galan
2565,August Muth
2566,Georges Rousse
2567,Chen Jiagang
2568,Walshe
2569,Jean-Pierre Clement
2570,Barbara Kolo
2571,Michael Amar
2572,Leon Keer
2573,Gregory Van Maanen
2574,Jamie Martinez
2575,Antoine Poncet
2576,Elie Abrahami
2577,Rodolfo Opazo Bernales
2578,Robert Cronbach
2579,Sandra Lawrence
2580,Raimundo de Oliveira
2581,Jose Luis Figueroa
2582,Colleen Browning
2583,Audrey Keeperman
2584,Max Karp
2585,Alan Cote
2586,Ronnie Landfield
2587,Petra McCarthy
2588,Thomas Akawie
2589,Ford Beckman
2590,Vincent Jean Baptiste Chevilliard
2591,Judith Bernstein
2592,Stephan Strocen
2593,George Chemeche
2594,Susan Elias
2595,William Gropper
2596,Mary Vickers
2597,Bong-Kyu Ahn
2598,Nicholas Riley
2599,William Pettet
2600,Arbit Blatas
2601,Marcos Yrizarry
2602,Manuel Izquierdo
2603,Corinna Heumann
2604,Joe Eula
2605,Jean Sariano
2606,Akira Kurosaki
2607,Lester Gaba
2608,Peter Young
2609,Pierre Lesieur
2610,Gina Lombardi Bratter
2611,Paul Sieffert
2612,Joachim Probst
2613,Mykola Vasyl Krychevsky
2614,Alois Lecoque
2615,Henry Koerner
2616,Raymond Abner
2617,Christian Jaccard
2618,Rudi Stern
2619,Paul Bloodgood
2620,Rosana Castrillo Diaz
2621,Emmet Edwards
2622,Shirley Shor
2623,Jonah Kinigstein
2624,David Porter
2625,Zhoujie Zhang
2626,David Schluss
2627,Russ Elliott
2628,Noh Sang-Kyoon
2629,Sid Maurer
2630,Lawrence Madine
2631,Stanley Lewis
2632,Edward Sokol
2633,Sergio Gonzalez-Tornero
2634,Ruperto Cabrera
2635,Sandu Liberman
2636,Lynn Goldsmith
2637,Lawrence Stafford
2638,Boris Zaborov
2639,Warner Friedman
2640,Samuel Zulkis
2641,Seth Michael Forman
2642,Robert Kusmirowski
2643,Lee Casbeer
2644,Armando Villagran
2645,Aleksandra Shatokhina
2646,Emilio Sanchez
2647,Ge-Karel van der Sterren
2648,Bill Ward
2649,Merry Alpern
2650,John H. Kinnear
2651,Claudio Juarez
2652,Peter W. Rogers
2653,Bruno Cassinari
2654,John Thomas Biggers
2655,Gilou Brillant
2656,Ray Charles White
2657,John Bowman
2658,Miroslav Sutej
2659,Edward Hansen
2660,Doria Higgins
2661,Francisca Sutil
2662,Grisha Bruskin
2663,Alexander Brodsky
2664,Clayton Pond
2665,Harold James Cleworth
2666,Harold Krisel
2667,Franz Ringel
2668,Eugene Berman
2669,Fabrizio Plessi
2670,Betsabee Romero
2671,Michael Mckenzie
2672,Michael David
2673,Niels Nielsen
2674,Richard Gilbert
2675,Froylan Ojeda
2676,Jacques Clermont
2677,Howard Bradford
2678,Kenneth Frazier
2679,Jiha Moon
2680,Ryan Travis Christian
2681,Philip Perkins
2682,Clyde Butcher
2683,Fernanda Fragateiro
2684,Mauro Bonacina
2685,Jean Louis Liberte
2686,Sebastian
2687,Paul Maxwell
2688,Armando Ahuatzi
2689,David Frances Barry
2690,Lee Bann
2691,Charles Magistro
2692,Jeffrey Maron
2693,Hans Behrens
2694,Fidel Corpus
2695,Lorenzo Quinn
2696,Afra and Tobia Scarpa
2697,Maria Spissu Nilson
2698,Joan Canals
2699,Tadahiko Ikegaki
