id,artist_name
947,Janne Kyttanen
948,Leo & Steph
949,Francisco Toledo
950,Paolo Cavinato
951,ICY and SOT
952,The Boring Company
953,Gustavo Pérez
954,Osumi Yukie
955,Robert Funk
956,Stéphane Couturier
957,Lajos Kassák
958,Ky Anderson
959,David Collins
960,Rebecca Swainston
961,Edward S. Curtis
962,Marco Casentini
963,Rackstraw Downes
964,Ben Allen
965,Andra Samelson
966,Elena Bulatova
967,Jorinde Voigt
968,Magali Reus
969,Giuseppe Uncini
970,Nick Runge
971,Alexandra Nechita
972,Tim Vermeulen
973,Axel Einar Hjorth
974,Liz Markus
975,Massimo Vitali
976,Zhang Huan
977,Eirik Audunson
978,Sofia Pashaei
979,Herbert Bayer
980,PichiAvo
981,Peter Monkman
982,Robert Mapplethorpe
983,Jessie Willcox Smith
984,Swiz
985,Emil Nolde
986,MightyJaxx
987,Robert Mars
988,Solomon Ethe
989,"Sandra Chevrier, "
990,Peter Evan Costas
991,Alma Berrow
992,Miaz Brothers
993,Bill Brandt
994,Timothy Cummings
995,Ruth Root
996,Jozephine Wortelboer
997,Aaron Parazette
998,Kelsey Brookes
999,Nancy Holt
1000,Andrea Gallo
1001,Peter Foesters
1002,Mizuki Nishiyama
1003,SEEN
1004,Piero Fornasetti
1005,Katerina Belkina
1006,John Bulmer
1007,Jorge Macchi
1008,Paul Wonner
1009,Otsuki Masako
1010,Stephen Wilson
1011,Nene
1012,Beverly Fishman
1013,Didier Lourenço
1014,Ben Eine
1015,Laurence Jenkell
1016,Rex Ashlock
1017,Fernando Andrade
1018,George Segal
1019,Jon Burgerman
1020,Tawny Chatmon
1021,Shan Hur
1022,Nathan Sawaya
1023,Ferris Plock
1024,Egle Norkute
1025,Gail Folwell
1026,Carlos Merida
1027,Carl Holty
1028,David Salle
1029,Dan Ji
1030,Jean Tinguely
1031,AJ Fosik
1032,Maurizio Vinanti
1033,Jean Cocteau
1034,Alain Clément
1035,Yoshinori Mizutani
1036,Harmony Korine
1037,Alex Prager
1038,Emmanuel Daniel
1039,Sam Jackson
1040,Emily Filler
1041,Max Papart
1042,Conor Harrington
1043,Alan Davie
1044,Michael Alford
1045,Gianna Commito
1046,Marek Boguszak
1047,Kouhei Fukushima
1048,Eric Schmitt
1049,Jennifer Marman and Daniel Borins
1050,Super A
1051,Teodora Axente
1052,Various Artists
1053,Jonas Wood
1054,DAIN
1055,Guðmundur Thoroddsen
1056,Stephen Hannock
1057,Balint Zsako
1058,Erol Scott Harris
1059,Thomas Lanigan-Schmidt
1060,Louise Bourgeois
1061,Tayhe Munsamy
1062,Camille Graeser
1063,David Driskell
1064,Apichatpong Weerasethakul
1065,Rinko Kawauchi
1066,Gabriel Coca
1067,Pierre Alechinsky
1068,John Stezaker
1069,Elisa Lendvay
1070,Ralph Gibson
1071,CHIAOZZA
1072,Richard Phillips
1073,Alec Monopoly
1074,Yves Klein
1075,Alicia Piller
1076,Canal Cheong-Jagerroos
1077,Trae Brooks
1078,Mark Drew
1079,Anselm Kiefer
1080,Hartmut Böhm
1081,Gillian Ayres
1082,Bryn Parry
1083,Troy Smith
1084,Etienne Gros
1085,Dario Robleto
1086,Jake Chapman
1087,Samuel Cueto
1088,Dan Christensen
1089,Benni Pink
1090,Pablo Reinoso
1091,Lavely Miller
1092,Handiedan
1093,Melanie Sherman
1094,Cigdem Aky
1095,Gunnar Norrman
1096,Frances Trombly
1097,Pierre Guariche
1098,Aukse Miliukaite
1099,Letha Wilson
1100,Fernando Costa (AKA COSTA)
1101,En Iwamura
1102,Jim Houser
1103,Tapio Wirkkala
1104,Ken Mihara
1105,Guadalupe Laiz
1106,Ma Desheng 马德升
1107,Lien Truong
1108,Rashid Johnson
1109,Jenny Gustavsson
1110,Hiro Yokose
1111,Leon Grossmann
1112,Emil Bisttram
1113,Blek le Rat
1114,Richard Caldicott
1115,Karl Springer
1116,Elijah Temple Mitema
1117,Robertas Narkus
1118,Gene Davis
1119,Iqi Qoror
1120,Alex Pardee
1121,Henri Chopin
1122,Mark Dion
1123,Stanley Whitney
1124,Marcel Breuer
1125,Andrea Tyrimos
1126,Elmer Batters
1127,Kristina Grace
1128,Ed van der Elsken
1129,Verner Panton
1130,Fritz Bultman
1131,Erik Lindman
1132,August Macke
1133,Zuzka Vaclavik
1134,William Kelley
1135,Dorian Balsegur
1136,Richard Avedon
1137,Plastic Jesus
1138,Jeff Koons
1139,Ryan Travis Christian
1140,Ana Luiza Rodrigues
1141,Eric Roinestad
1142,Huy Bui
1143,Elizabeth Langford
1144,Seonna Hong
1145,UWE PFAFF
1146,Lucia Hierro
1147,Pedro Cabrita Reis
1148,Hiroyuki Hamada
1149,Horst P. Horst
1150,Charles M. Schulz
1151,George Nakashima
1152,Francis Bacon
1153,Valerio Adami
1154,Gerhard Marcks
1155,Bice Lazzari
1156,Prudencio Irazabal
1157,T P Hardisty
1158,Silvia Knüppel
1159,Don Reitz
1160,Jin-Sook So
1161,Gary Hill
1162,Raúl Anguiano
1163,Michele Oberdieck
1164,Judith Schaechter
1165,Rina Banerjee
1166,Danh Vō
1167,Hannah Höch
1168,Kelli Ryan
1169,Stanley Black
1170,Bex Wilkinson
1171,Jason Freeny
1172,Jeremy Moon
1173,Lucien Smith
1174,Ekaterina Popova
1175,Albert Irvin
1176,Koen Delaere
1177,KAWS
1178,Ghada Amer
1179,Chiara Dynys
1180,Alejandro Avakian
1181,Sam Durant
1182,Rebecca Morgan
1183,Paul Resika
1184,Derrick Adams
1185,Becky Rosa
1186,Tania Candiani
1187,Claire Tabouret
1188,Jacques Adnet
1189,Alya Tannous
1190,Tiye Lucas
1191,Wasted Rita
1192,Terence Koh
1193,Fausto Melotti
1194,Franco Rognoni
1195,Mary Bourne RSA
1196,Freda People Art
1197,Federico Herrero
1198,Linder
1199,Seth Clark
1200,Frances Waite
1201,Julio Martinez Barnetche
1202,Shōji Hamada
1203,Joost van Bleiswijk
1204,Vera Mercer
1205,Ragnar Kjartansson
1206,Günther Förg
1207,Dan Lam
1208,herman de vries
1209,Jennifer Verge
1210,Suanjaya Kencut
1211,Charles Biederman
1212,Gabriel Tarmassi
1213,Bernard Piffaretti
1214,Gigi Mills
1215,Yves Tanguy
1216,Gershon Benjamin
1217,Judy Kensley McKie
1218,Kwangho Lee (b. 1981)
1219,Benny Andrews
1220,"Martin Whatson, "
1221,Heather Hutchison
1222,Alessandro Piangiamore
1223,Chris Johanson
1224,Jeremy Mann
1225,Keris Salmon
1226,Enrique Machado
1227,Luigi Caccia Dominioni
1228,Joseph Meierhans
1229,Gino Sarfatti
1230,Charlotte Perriand
1231,Nathan Peter
1232,Guido Sengle
1233,Milo Baughman
1234,Mimmo Rotella
1235,James Bassler
1236,Lauren Seiden
1237,Dan Colen
1238,Humberto and Fernando Campana
1239,Carolina Wilcke
1240,Johannes Nagel
1241,Daniel Verbis
1242,Joan Mitchell
1243,Swoon
